PatientId,adapted_credit_score
34814311472.0,655.0
34819529517.0,655.0
34845756514.0,112.0
34945625192.0,0.0
34955297415.0,65.0
35182549124.0,0.0
35297727667.0,393.0
35355461272.0,655.0
35394849569.0,655.0
35451171967.0,655.0
35492248624.0,655.0
35596438863.0,65.0
35651953192.0,655.0
35652518999.0,655.0
35672756311.0,65.0
35673567728.0,655.0
35744179149.0,0.0
35746546748.0,0.0
35771471862.0,655.0
35786317469.0,0.0
35871196186.0,655.0
35946396492.0,0.0
35953451461.0,720.0
35954349252.0,655.0
35961793175.0,0.0
35963674577.0,311.0
36119966124.0,720.0
36143349647.0,655.0
36146748378.0,655.0
36154754384.0,816.0
36159186359.0,655.0
36183627478.0,0.0
36184187156.0,655.0
36198539787.0,655.0
36216415628.0,655.0
36229314812.0,655.0
36283866218.0,655.0
36333435298.0,655.0
36362133263.0,691.0
36363395156.0,720.0
36395249483.0,393.0
36397473879.0,655.0
36545883546.0,767.0
36552391273.0,767.0
36717369221.0,0.0
36986195138.0,655.0
36994991451.0,655.0
36998486681.0,655.0
37192623294.0,655.0
37285237166.0,769.0
37428782655.0,0.0
37472356379.0,655.0
37584233351.0,0.0
37669743487.0,655.0
37814755181.0,393.0
37815886151.0,0.0
37835749837.0,655.0
37836972841.0,655.0
37846884222.0,393.0
37849923728.0,767.0
37916217938.0,393.0
37924593967.0,0.0
37956898243.0,655.0
37962752846.0,655.0
37992356765.0,0.0
38168279284.0,655.0
38169498335.0,655.0
38247915222.0,393.0
38288647417.0,655.0
38312577232.0,655.0
38352569886.0,720.0
38385582191.0,0.0
38417444144.0,548.0
38475257852.0,720.0
38483524764.0,655.0
38484436172.0,65.0
38497397551.0,655.0
38517643991.0,65.0
38658326412.0,720.0
38811495231.0,655.0
38845488881.0,655.0
38862788932.0,655.0
38929794443.0,655.0
38938616338.0,655.0
38961234824.0,0.0
38962632722.0,311.0
39142669647.0,655.0
39159948615.0,655.0
39161673128.0,655.0
39187587311.0,720.0
39188447221.0,655.0
39225442597.0,655.0
39275319481.0,655.0
39441812546.0,0.0
39456284339.0,655.0
39494377597.0,655.0
39634462959.0,655.0
39643868879.0,655.0
39652163386.0,655.0
39722518283.0,655.0
39748443714.0,0.0
39753113113.0,655.0
39753687869.0,655.0
39871216516.0,393.0
39934354681.0,720.0
39943576561.0,548.0
39973353671.0,655.0
41142324452.0,0.0
41156174897.0,655.0
41239359876.0,0.0
41259451621.0,655.0
41398763234.0,0.0
41413883575.0,655.0
41475513446.0,720.0
41487772512.0,655.0
41521661971.0,655.0
41525649477.0,655.0
41582583772.0,655.0
41631427582.0,655.0
41688349671.0,655.0
41787422569.0,655.0
41846333917.0,0.0
41944588159.0,0.0
41946875451.0,655.0
41951721577.0,767.0
41973836846.0,655.0
42192281234.0,720.0
42269952774.0,655.0
42276459284.0,655.0
42313994518.0,330.0
42362968458.0,655.0
42546674199.0,655.0
42693814527.0,655.0
42712454778.0,0.0
42792985413.0,655.0
42829493922.0,570.0
42933299973.0,655.0
42958992784.0,0.0
42976561167.0,655.0
42991246221.0,0.0
43126317433.0,0.0
43162361246.0,655.0
43179277751.0,655.0
43224881783.0,655.0
43256915244.0,655.0
43324661845.0,0.0
43335167771.0,330.0
43387451694.0,655.0
43522667322.0,655.0
43571177155.0,0.0
43573564137.0,655.0
43598594192.0,655.0
43646933561.0,655.0
43783177819.0,720.0
43793824761.0,655.0
43823561387.0,393.0
43836143649.0,0.0
43837626351.0,0.0
43877497567.0,0.0
43936822983.0,720.0
43937171962.0,655.0
43948421875.0,112.0
43979963591.0,803.0
44198841462.0,720.0
44252953647.0,655.0
44262765913.0,655.0
44374447177.0,655.0
44434254838.0,720.0
44435768436.0,655.0
44459486817.0,655.0
44533623682.0,548.0
44613346683.0,655.0
44656919291.0,832.0
44696756966.0,767.0
44742987168.0,655.0
44744689374.0,720.0
44787392844.0,65.0
44813116776.0,0.0
44825362775.0,655.0
44868929761.0,0.0
44879439571.0,655.0
44932124486.0,655.0
44963645224.0,655.0
44963717795.0,393.0
44987617564.0,65.0
45148615614.0,393.0
45149791122.0,655.0
45224149774.0,720.0
45243483715.0,655.0
45247783335.0,655.0
45252352492.0,655.0
45276893744.0,720.0
45323163235.0,655.0
45329232236.0,655.0
45387813178.0,655.0
45451799838.0,0.0
45485879353.0,655.0
45493385947.0,0.0
45555578626.0,65.0
45562654737.0,0.0
45776871772.0,311.0
45819821165.0,0.0
45921884399.0,655.0
45988169154.0,0.0
46282288631.0,655.0
46338749631.0,655.0
46496133115.0,655.0
46632562845.0,0.0
46656234314.0,655.0
46675198426.0,655.0
46698535659.0,548.0
46743846962.0,393.0
46762581219.0,655.0
46782691456.0,720.0
46813661897.0,548.0
46817166755.0,0.0
46833527223.0,0.0
46986582965.0,857.0
47132785262.0,655.0
47228863177.0,691.0
47272241247.0,655.0
47346193128.0,655.0
47384356666.0,655.0
47384541262.0,65.0
47543338513.0,655.0
47616346781.0,655.0
47782182243.0,878.0
47855634169.0,65.0
47916697397.0,655.0
48118986612.0,0.0
48191376113.0,655.0
48254546556.0,177.0
48338738575.0,655.0
48383147645.0,655.0
48429317119.0,655.0
48454138713.0,655.0
48499825945.0,655.0
48553379888.0,393.0
48573799351.0,655.0
48588274885.0,0.0
48699989773.0,720.0
48719421341.0,720.0
48787522197.0,655.0
48794542993.0,655.0
48826747693.0,655.0
48829762551.0,720.0
48841772697.0,475.0
48921121771.0,393.0
48942631298.0,655.0
48956634469.0,655.0
49187448629.0,655.0
49268546219.0,0.0
49282516514.0,655.0
49419375251.0,720.0
49553611458.0,0.0
49589735341.0,655.0
49672471695.0,639.0
49775447629.0,0.0
49819597496.0,0.0
49821955232.0,655.0
49832537585.0,0.0
49868433942.0,0.0
49898242534.0,655.0
49919831986.0,655.0
49929123342.0,655.0
49945956824.0,0.0
49955778393.0,0.0
51126966826.0,330.0
51231296955.0,0.0
51282934719.0,0.0
51385592162.0,655.0
51419337233.0,655.0
51437522947.0,655.0
51465821623.0,655.0
51467952856.0,0.0
51579764526.0,655.0
51584546199.0,0.0
51587156928.0,655.0
51591462441.0,655.0
51619196697.0,720.0
51622315328.0,0.0
51672711622.0,655.0
51686844695.0,655.0
51769775832.0,655.0
51857913678.0,655.0
51875918334.0,655.0
51896556266.0,832.0
51994653829.0,655.0
52186499176.0,720.0
52248913569.0,0.0
52265796922.0,0.0
52273663432.0,655.0
52362861435.0,720.0
52382252269.0,655.0
52427465843.0,655.0
52486344889.0,0.0
52575673812.0,655.0
52584627848.0,439.0
52586891179.0,0.0
52747595865.0,655.0
52763432474.0,655.0
52788819991.0,655.0
52799835762.0,720.0
52828851656.0,655.0
52831848442.0,655.0
52865487172.0,655.0
52882275797.0,655.0
52893584244.0,655.0
52972572588.0,655.0
52982428528.0,655.0
52986287233.0,655.0
53237686992.0,914.0
53239314673.0,655.0
53321178925.0,393.0
53328432942.0,0.0
53361666151.0,720.0
53478485125.0,748.0
53515827671.0,767.0
53536456243.0,0.0
53658229694.0,655.0
53729687793.0,655.0
53789271417.0,655.0
53796984933.0,655.0
53822352494.0,803.0
53898673829.0,655.0
53942598866.0,393.0
53966317372.0,655.0
53992475434.0,655.0
54139872518.0,720.0
54142681652.0,655.0
54152187611.0,0.0
54171516151.0,0.0
54176714576.0,0.0
54226553611.0,655.0
54231928275.0,0.0
54268237791.0,548.0
54286772664.0,655.0
54326238223.0,655.0
54331713381.0,655.0
54346639198.0,655.0
54382511549.0,720.0
54428363892.0,655.0
54441837883.0,655.0
54479421946.0,0.0
54524144426.0,655.0
54611147653.0,655.0
54672661869.0,655.0
54727643552.0,177.0
54921576586.0,0.0
54944595722.0,655.0
54991583499.0,655.0
55115691832.0,720.0
55119541974.0,655.0
55124664282.0,0.0
55132548536.0,65.0
55148538125.0,655.0
55155389626.0,0.0
55267762242.0,720.0
55285976911.0,0.0
55366493685.0,639.0
55522568873.0,720.0
55544338249.0,720.0
55549699458.0,655.0
55595626686.0,655.0
55627341444.0,655.0
55665457243.0,655.0
55684174459.0,0.0
55686244522.0,655.0
55842268592.0,548.0
55863479719.0,655.0
55962711761.0,655.0
55973738238.0,655.0
55986161184.0,112.0
56151542957.0,655.0
56151925563.0,0.0
56154396464.0,944.0
56171827129.0,720.0
56215632663.0,655.0
56295355444.0,655.0
56349696578.0,639.0
56357344363.0,720.0
56363998784.0,0.0
56416424429.0,655.0
56441292315.0,720.0
56459134416.0,655.0
56477253364.0,655.0
56497737381.0,655.0
56548277857.0,311.0
56577119381.0,655.0
56635768455.0,655.0
56659848275.0,0.0
56692679146.0,148.0
56847762834.0,0.0
56992215318.0,393.0
57119251986.0,655.0
57125156348.0,311.0
57127369558.0,655.0
57287453887.0,655.0
57299327164.0,639.0
57349154517.0,655.0
57476976824.0,393.0
57488838588.0,655.0
57574265861.0,65.0
57731199789.0,720.0
57734843731.0,0.0
57751366874.0,655.0
57789887931.0,655.0
57821636552.0,720.0
57832715145.0,655.0
